CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL1518	421208	CHEMBL1518	421208	PROPYLTHIOURACIL	55	170.24	1.38	48.65	0	CCCC1=CC(=O)NC(=S)N1	14760539	PPB		40.89	%		PPB		40.89	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL412142	429350	CHEMBL412142	429350	CHIR-99021	4644	465.35	4.94	115.2	0	Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl	14766147	PPB		98.13	%		PPB		98.13	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL413065	321990	CHEMBL413065	321990		2320	268.36	3.39	56.73	0	CCc1nc2c(N)nc3ccccc3c2n1CC(C)C	14763055	PPB		88.35	%		PPB		88.35	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL426851	345319	CHEMBL426851	345319		2323	510.62	2.06	114.39	1	CNc1nc2ccccc2n1Cc3sc4N(CC(C)C)C(=O)N(C)C(=O)c4c3C(=O)N5CC[C@@H](O)C5	14761783	PPB		68.13	%		PPB		68.13	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2179277	1440080	CHEMBL2179277	1440080		5629	584.51	5.91	104.63	2	CC1=CN([C@H]2CCCN(C2)[C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O	14765270	PPB		97.13	%		PPB		97.13	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2179666	1440473	CHEMBL2179666	1440473		5304	514.38	3.94	104.63	1	CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O	14766127	PPB		98.09	%		PPB		98.09	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2179669	1440476	CHEMBL2179669	1440476		5204	503.48	4.19	104.63	1	CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(c4)C(F)(F)F)c3)C2)C(=O)NC1=O	14765256	PPB		97.07	%		PPB		97.07	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2207283	1446926	CHEMBL2207283	1446926		2444	582.51	3.18	128.8	1	Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)c4ccc(cc34)S(=O)(=O)C)CC2)c1Cl	14763994	PPB		92.32	%		PPB		92.32	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2207661	1447308	CHEMBL2207661	1447308		2472	453.37	3.23	90.48	0	O[C@H](CNC(=O)c1c[nH]nc1C2CC2)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4	14765223	PPB		96.87	%		PPB		96.87	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2207671	1447318	CHEMBL2207671	1447318		2454	568.48	2.87	128.8	1	CS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4	14763177	PPB		90.32	%		PPB		90.32	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL192	410802	CHEMBL192	410802	SILDENAFIL	2407	474.59	1.61	113.42	0	CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4	14764985	PPB		95.53	%		PPB		95.53	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL98760	159210	CHEMBL98760	159210		348	425.92	4	79.38	0	CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(nc2c1)N4CCOCC4	14767190	PPB		99.49	%		PPB		99.49	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL400585	416546	CHEMBL400585	416546		1807	313.27	2.12	107.49	0	OC(=O)COn1c(nc2ccc(cc12)[N+](=O)[O-])c3ccccc3	14766303	PPB		98.61	%		PPB		98.61	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1309788	733672	CHEMBL1309788	733672		4900	312.39	3.73	51.1	0	Cc1ccc(cc1)n2c(C)cc(\C=C\3/SC(=O)NC3=O)c2C	14767854	PPB		99.84	%		PPB		99.84	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1313956	737840	CHEMBL1313956	737840		3438	235.67	2.93	42.09	0	Clc1ccccc1OCC(=O)c2ccc[nH]2	14764077	PPB		93.24	%		PPB		93.24	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2151141	1421806	CHEMBL2151141	1421806		5674	338.44	2.78	69.08	0	CC#Cc1cncc(c1)c2csc(c2)[C@]3(C)CC(=O)N(C)C(=N)N3	14763043	PPB		88.11	%		PPB		88.11	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2152523	1423202	CHEMBL2152523	1423202		4820	348.53	5.44	6.48	1	C1CCN(CC1)[C@@H]([C@H](N2CCCCC2)c3ccccc3)c4ccccc4	14764141	PPB		93.94	%		PPB		93.94	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2153581	1424270	CHEMBL2153581	1424270		5726	458.42	5.08	80.91	1	Fc1ccc(cc1C(F)(F)F)c2cc(CNC(=O)CCCc3ccc4cccnc4n3)on2	14767909	PPB		99.91	%		PPB		99.91	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2165055	1428488	CHEMBL2165055	1428488		4231	488.55	1.48	121.51	0	CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4	14760581	PPB		46.55	%		PPB		46.55	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL379350	357557	CHEMBL379350	357557		1611	259.3	2.84	50.52	0	CCN(CC)c1ccc2C=C(C(=O)C)C(=O)Oc2c1	14764038	PPB		92.8	%		PPB		92.8	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL379828	355171	CHEMBL379828	355171		2130	380.83	4.91	64.35	0	COc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4cc(Cl)ccc34	14767729	PPB		99.69	%		PPB		99.69	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2103828	1376098	CHEMBL2103828	1376098	ELINOGREL	4842	523.96	3.09	142.16	1	CNc1cc2NC(=O)N(C(=O)c2cc1F)c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3	14767236	PPB		99.58	%		PPB		99.58	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL708	33664	CHEMBL708	33664	ZIPRASIDONE	1138	412.95	3.81	48.47	0	Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45	14767897	PPB		99.9	%		PPB		99.9	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL361812	302297	CHEMBL361812	302297	RAMATROBAN	2991	416.47	3.09	88.4	0	OC(=O)CCn1c2CC[C@H](Cc2c3ccccc13)NS(=O)(=O)c4ccc(F)cc4	14765294	PPB		97.26	%		PPB		97.26	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2048868	1352305	CHEMBL2048868	1352305		5023	333.41	1.95	84.66	0	COc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3	14763926	PPB		91.64	%		PPB		91.64	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2059195	1354964	CHEMBL2059195	1354964		4823	264.28	3.33	65.98	0	OC(=O)\C=C\c1cccc(c1)c2cnc3[nH]ccc3c2	14766065	PPB		97.81	%		PPB		97.81	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2059862	1355638	CHEMBL2059862	1355638		4604	412.49	4.93	69.04	0	Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc(C)n4C	14766066	PPB		97.81	%		PPB		97.81	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2059869	1355645	CHEMBL2059869	1355645		4988	412.49	4.93	69.04	0	Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4cn(C)c(C)n4	14764186	PPB		94.44	%		PPB		94.44	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2059872	1355648	CHEMBL2059872	1355648		4492	500.62	5.18	76.58	2	Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc(CN5CCOCC5)s4	14765195	PPB		96.72	%		PPB		96.72	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2059909	1355685	CHEMBL2059909	1355685		5671	346.42	1.45	115.27	0	CC(C)(C)NS(=O)(=O)c1cncc(c1)c2ccc3nc(N)nn3c2	14760735	PPB		62.94	%		PPB		62.94	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2062566	1355955	CHEMBL2062566	1355955		4726	373.42	2.83	98.35	0	CC(=O)Nc1ccc2CCN(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1	14766004	PPB		97.49	%		PPB		97.49	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2062576	1355965	CHEMBL2062576	1355965		4910	442.53	3.4	103.28	0	CC(=O)Nc1ccc2ccn(c3cc(NCCCN4CCCC4)n5ncc(C#N)c5n3)c2c1	14764072	PPB		93.24	%		PPB		93.24	%			0		UO_0000187	http://qudt.org/vocab/unit#Percent	1369280	CHEMBL3301365	A	ASTRAZENECA: % bound to plasma by equilibrium dialysis. Compound is incubated with whole human plasma  at 37C for >5hrs.  Method described in B. Testa et al (Eds.), Pharmacokinetic Profiling in Drug Research: Biological, Physicochemical, and Computational Strategies, Wiley-VCH, Weinheim, 2006, pp.119-141. Experimental range 10% to 99.95% bound.	27	AstraZeneca Deposited Data	Homo sapiens		9606	Autocuration	BAO_0000366	22224	CHEMBL612558	ADMET		ADMET		0	Unassigned			84147	CHEMBL3301361											
