CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL2098183	1370456	CHEMBL2098183	1370456		5738	336.39	3.25	60.45	0	COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1	14764611	LogD7.4		3.2	-		LogD7.4		3.2				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1271081	710330	CHEMBL1271081	710330		3925	457.9	3.67	117.44	0	CS(=O)(=O)c1cccc(Nc2nccc(n2)N(CC#N)c3c(Cl)ccc4OCOc34)c1	14763863	LogD7.4		3.16	-		LogD7.4		3.16				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1289110	715513	CHEMBL1289110	715513	TIANEPTINE	3790	436.96	4.19	86.71	0	CN1c2ccccc2C(NCCCCCCC(=O)O)c3ccc(Cl)cc3S1(=O)=O	14769125	LogD7.4		1.33	-		LogD7.4		1.33				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2036589	1346125	CHEMBL2036589	1346125		3258	384.37	2.44	105.41	0	Fc1ccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)cc1	14763639	LogD7.4		3	-		LogD7.4		3				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2036743	1346280	CHEMBL2036743	1346280		3573	432.41	4.5	117.35	0	OC(=O)Cc1ccc(cc1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2	14769916	LogD7.4		1.5	-		LogD7.4		1.5				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2036777	1346315	CHEMBL2036777	1346315		3910	414.38	2.83	50.85	0	CC(C)N1CCN[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1	14759129	LogD7.4		1.92	-		LogD7.4		1.92				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2036778	1346316	CHEMBL2036778	1346316		3448	413.35	3.4	55.89	0	CCN1CCC[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3	14770015	LogD7.4		1.6	-		LogD7.4		1.6				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2048500	1351933	CHEMBL2048500	1351933		5013	576.74	3.14	116.84	1	CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(c3ccccc3)c4ccccc4)C(=O)OC	14761433	LogD7.4		2.42	-		LogD7.4		2.42				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2058529	1354291	CHEMBL2058529	1354291		5866	366.84	5.6	46.53	1	OC(=O)CCc1ccc(OCc2cc(Cl)ccc2c3ccccc3)cc1	14764641	LogD7.4		3.22	-		LogD7.4		3.22				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2059376	1355147	CHEMBL2059376	1355147		5280	457.42	2.94	117.59	0	CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C(=O)NC)n4ccc(n4)C(F)(F)F	14760166	LogD7.4		2.21	-		LogD7.4		2.21				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL696	31811	CHEMBL696	31811	ETHOSUXIMIDE	306	141.17	.45	46.17	0	CCC1(C)CC(=O)NC1=O	14767560	LogD7.4		.23	-		LogD7.4		.23				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL338579	215946	CHEMBL338579	215946		1619	299.41	3.64	38.33	0	COc1ccccc1C(=O)NCC23CC4CC(CC(C4)C2)C3	14766851	LogD7.4		4.43	-		LogD7.4		4.43				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL341175	213668	CHEMBL341175	213668		1417	662.66	6.2	87.96	2	CN(C)C(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O	14761560	LogD7.4		2.52	-		LogD7.4		2.52				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1213376	685219	CHEMBL1213376	685219		737	405.95	4.01	46.09	0	COc1ccc(CCN2CNC(=NC2)SCc3ccc(Cl)cc3)cc1OC	14761405	LogD7.4		2.41	-		LogD7.4		2.41				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1230122	692472	CHEMBL1230122	692472	R-1487	3429	388.37	2.99	78.27	0	CN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4ccc(F)cc4F	14762614	LogD7.4		2.76	-		LogD7.4		2.76				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1232567	694917	CHEMBL1232567	694917		567	145.16	1.94	33.12	0	Oc1ccnc2ccccc12	14768254	LogD7.4		.8	-		LogD7.4		.8				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1438072	861956	CHEMBL1438072	861956		1406	234.28	1.88	59.06	0	O=S(=O)(Nc1cccnc1)c2ccccc2	14768289	LogD7.4		.84	-		LogD7.4		.84				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2010835	1331878	CHEMBL2010835	1331878		5168	447.5	4.33	52.65	0	CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(NC(=O)C)cc3	14763518	LogD7.4		2.9	-		LogD7.4		2.9				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2018969	1336709	CHEMBL2018969	1336709		5667	549.07	4	122.55	1	COc1cccc2c1c(NS(=O)(=O)c3ccc(Cl)s3)nn2Cc4cccc(CNC(=O)C(C)(C)O)c4	14759314	LogD7.4		2.09	-		LogD7.4		2.09				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2023801	1339183	CHEMBL2023801	1339183		4320	477.52	4.22	120.48	0	CCc1[nH]nc(NC(=O)Cc2ncc(Oc3ccnc4cc(OC)c(OC)cc34)cc2OC)c1C	14762645	LogD7.4		2.79	-		LogD7.4		2.79				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2029359	1342500	CHEMBL2029359	1342500		3922	373.44	1.4	101.07	0	CS(=O)(=O)Cc1cc(nc(n1)c2cnc3[nH]ccc3c2)N4CCOCC4	14759130	LogD7.4		1.92	-		LogD7.4		1.92				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2031235	1343297	CHEMBL2031235	1343297		2374	444.5	2.69	96.5	0	CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5oncc5)ccc4C	14770189	LogD7.4		1.75	-		LogD7.4		1.75				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2035021	1344541	CHEMBL2035021	1344541		5529	339.44	5.01	43.32	1	NC1(CCC1)c2ccc(cc2)c3nc4ccccn4c3c5ccccc5	14762694	LogD7.4		2.8	-		LogD7.4		2.8				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL2035026	1344546	CHEMBL2035026	1344546		5545	368.48	5.12	56.73	1	CCn1cnc2cnc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)c12	14759238	LogD7.4		2	-		LogD7.4		2				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1428	365248	CHEMBL1428	365248	NIMODIPINE	1829	418.45	2.97	117	0	COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C	14765906	LogD7.4		3.8	-		LogD7.4		3.8				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL49236	77869	CHEMBL49236	77869		872	223.23	2.31	60.16	0	Nc1cccc2C(=O)C(=O)c3ccccc3c12	14760280	LogD7.4		2.31	-		LogD7.4		2.31				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL319165	162549	CHEMBL319165	162549		544	335.41	2.6	65.2	0	CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c2cc3ccccc3[nH]2	14764836	LogD7.4		3.4	-		LogD7.4		3.4				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1197051	671001	CHEMBL1197051	671001	ISOXSUPRINE	566	301.39	2.87	61.72	0	CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2	14768118	LogD7.4		.56	-		LogD7.4		.56				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1425658	849542	CHEMBL1425658	849542		2813	397.53	2.71	62.97	0	C(N1CCN(CC1)c2nc3ccccc3s2)c4nnnn4Cc5cccs5	14765795	LogD7.4		3.65	-		LogD7.4		3.65				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL87266	139351	CHEMBL87266	139351		83	414.47	3.53	136.02	0	Cc1cc(N)c2cc(NC(=O)CC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1	14769135	LogD7.4		1.35	-		LogD7.4		1.35				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL303165	107082	CHEMBL303165	107082		2236	565.57	3.6	123.57	1	COc1ccc(cc1)S(=O)(=O)NC2=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C2=O)c3ccccc3	14761522	LogD7.4		2.5	-		LogD7.4		2.5				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL305406	109188	CHEMBL305406	109188		1945	352.27	5.28	39.94	1	Clc1cccc(Cl)c1\C(=C\n2cncn2)\OC3CCCCCC3	14766752	LogD7.4		4.1	-		LogD7.4		4.1				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL306380	107975	CHEMBL306380	107975		282	281.36	3.14	69.62	0	Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C	14766746	LogD7.4		4.1	-		LogD7.4		4.1				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1951073	1280056	CHEMBL1951073	1280056		3694	404.49	3.19	84.94	0	COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)N2C(C)CCc3ccccc23	14759174	LogD7.4		1.97	-		LogD7.4		1.97				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1951912	1280904	CHEMBL1951912	1280904		3219	621.84	3.93	95.07	1	CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C	14769205	LogD7.4		1.44	-		LogD7.4		1.44				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL290663	54264	CHEMBL290663	54264		135	336.48	3.81	32.34	0	O=C(NCCCN1CCCCC1)C(c2ccccc2)c3ccccc3	14769119	LogD7.4		1.33	-		LogD7.4		1.33				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1076330	612129	CHEMBL1076330	612129		2003	308.37	2.74	82.51	0	Cn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3	14762495	LogD7.4		2.69	-		LogD7.4		2.69				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1917457	1264924	CHEMBL1917457	1264924		2935	372.81	4.44	80.56	0	CC(=O)Nc1cccc2c1c(Oc3ccc(Cl)cc3)c(C)n2CC(=O)O	14766575	LogD7.4		-1.41	-		LogD7.4		-1.41				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1945034	1276406	CHEMBL1945034	1276406		3876	464.59	2.89	110.27	0	O[C@@H](CNCCc1ccc(CNCCc2ccccn2)cc1)c3ccc(O)c4NC(=O)Sc34	14767427	LogD7.4		-.25	-		LogD7.4		-.25				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1946026	1277408	CHEMBL1946026	1277408		3676	494.66	6.03	49.33	1	O=C(N1CCCC1)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56	14762600	LogD7.4		2.75	-		LogD7.4		2.75				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL1904754	1245325	CHEMBL1904754	1245325		4734	316.29	1.68	89.61	0	Cc1nc2ncnn2c(O)c1CCOC(=O)c3ccccc3F	14768391	LogD7.4		.99	-		LogD7.4		.99				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL12315	9887	CHEMBL12315	9887	ISOQUINOLINE	533	129.16	2.23	12.89	0	c1ccc2cnccc2c1	14769998	LogD7.4		1.6	-		LogD7.4		1.6				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL12610	9913	CHEMBL12610	9913	BENZYDAMINE	385	309.41	3.42	30.29	0	CN(C)CCCOc1nn(Cc2ccccc2)c3ccccc13	14760376	LogD7.4		2.4	-		LogD7.4		2.4				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
CHEMBL258313	438196	CHEMBL258313	438196		3149	507.98	4.22	109.7	1	C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO	14765695	LogD7.4		3.56	-		LogD7.4		3.56				0				1369278	CHEMBL3301363	P	ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5	27	AstraZeneca Deposited Data				Autocuration	BAO_0000100	22229	CHEMBL2362975	NO TARGET		No relevant target		0	Unassigned			84147	CHEMBL3301361											
